Art_Title,Department,Submission_Date,Artist,Nationality,Gender,Birth,Death
#3 Looking Ahead? So Are We!,Prints & Illustrated Books,1965,Ay-O,Japanese,Male,1931,1975
Headpiece (page 97) from POÈMES,Prints & Illustrated Books,1933,Charles Despiau,French,Male,1874,1946
The Pool - Deal,Photography,1910,Alfred Stieglitz,American,Male,1864,1946
Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Prints & Illustrated Books,1970,Michael Kirby,American,Male,1931,1975
Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Prints & Illustrated Books,1951,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965
I'se Awake,Photography,1881,John McGreer,American,Male,1915,1975
"""A Famous Fisherman in Action""",Photography,1932,Times Wide World Photos,American,Unknown,1919,1941
Untitled (for Parkett no. 76),Prints & Illustrated Books,2006,Lucy McKenzie,British,Female,1977,1975
Sleeping Figure,Painting & Sculpture,1953,Conrad Marca-Relli,American,Male,1913,2000
"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Prints & Illustrated Books,1962,Henri Matisse,French,Male,1869,1954
"Evelyn Phetteplace, Shannon Sopko, Cambridge",Photography,1994,Nicholas Nixon,American,Male,1947,1975
Grace in Window,Photography,2006,Tanyth Berkeley,American,Female,1969,1975
TWO PART INVENTIONS,Prints & Illustrated Books,1965,James McGarrell,American,Male,1930,1975
"Plants, Cahows's Barber Shop, Chapman, Nebraska",Photography,1942,Wright Morris,American,Male,1910,1998
"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Prints & Illustrated Books,1943,Marc Chagall,French,Male,1887,1985
"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Prints & Illustrated Books,1977,Peter Freudenthal,Swedish,Male,1938,1975
"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Architecture & Design,2005,Fernando Martín Menis,Spanish,Male,1951,1975
Dziady,Architecture & Design,1967,Roman Cieslewicz,French,Male,1930,1996
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Prints & Illustrated Books,1972,Fred Sandback,American,Male,1943,2003
Self-Portrait,Painting & Sculpture,1981,Arch Connelly,American,Male,1950,1993
Richard Pousette-Dart Masher,Drawings,1972,Ray Johnson,American,Male,1927,1995
"Backyard--Venice West, California",Photography,1955,Robert Frank,American,Male,1924,1975
Stay the Same Never Change,Film,2008,Laurel Nakadate,American,Female,1975,1975
Ireland,Photography,1963,Henri Cartier-Bresson,French,Male,1908,2004
First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,Prints & Illustrated Books,1926,František Kupka,Czech,Male,1871,1957
"Combegrasse, Puy de Dome",Photography,1922,Jacques-Henri Lartigue,French,Male,1894,1986
Flag,Fluxus Collection,1964,James Riddle,American,Male,1933,1975
Arithmetic: Class studying under the Spear method,Photography,1899,Frances Benjamin Johnston,American,Female,1864,1952
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Prints & Illustrated Books,1930,Roger de La Fresnaye,French,Male,1885,1925
"Rainbow, Lake George",Photography,1920,Alfred Stieglitz,American,Male,1864,1946
Attaque,Prints & Illustrated Books,1947,Louise Bourgeois,American,Female,1911,2010
"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Architecture & Design,1956,Frank Lloyd Wright,American,Male,1867,1959
Untitled,Prints & Illustrated Books,1982,Jene Highstein,American,Male,1942,1975
"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",Prints & Illustrated Books,1909,František Kupka,Czech,Male,1871,1957
"FIGURE (plate, page 13) from DU CUBISME",Prints & Illustrated Books,1947,André Derain,French,Male,1880,1954
"Lithograph II (plate, page 21) from REPLI",Prints & Illustrated Books,1946,Henri Matisse,French,Male,1869,1954
"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Photography,1938,Dorothea Lange,American,Female,1895,1965
Untitled from Spirit Cooking,Prints & Illustrated Books,1996,Marina Abramović,Yugoslav,Female,1946,1975
Dr. Scud Fly Swatter,Architecture & Design,1998,Philippe Starck,French,Male,1949,1975
In-text plate (page 14) from TAGEBÜCHER,Prints & Illustrated Books,1988,Antonio Saura,Spanish,Male,1930,1998
For Father Berrigan,Painting & Sculpture,1973,Llyn Foulkes,American,Male,1934,1975
Essene,Film,1972,Frederick Wiseman,American,Male,1930,1975
Plate (folio 11) from LA VITTORIA,Prints & Illustrated Books,1971,Jean Tinguely,Swiss,Male,1925,1991
Untitled,Photography,1926,Unknown,Unknown,Unknown,1915,1975
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Architecture & Design,1972,Álvaro Siza,Portuguese,Male,1933,1975
1 mark note (Emergency currency issued by the city of Itzehoe),Architecture & Design,1921,Wenzel Hablik,German,Male,1881,1934
Scores (pages 5-6) from Fluxus 1,Prints & Illustrated Books,1964,Emmett Williams,American,Male,1925,2007
In-text plate (page 108) from PANTAGRUEL,Prints & Illustrated Books,1943,André Derain,French,Male,1880,1954
Smoke on Cellophane 5,Photography,1961,Frederick Sommer,American,Male,1905,1999
Stalin's Great Aunt,Photography,1935,Margaret Bourke-White,American,Female,1904,1971
Mother and Child,Drawings,1939,Wifredo Lam,Cuban,Male,1902,1982
Drawing for Excreta Fluxorum,Prints & Illustrated Books,1977,George Maciunas,American,Male,1931,1978
Are we losing touch?,Drawings,2003,Friedrich Kunath,German,Male,1974,1975
Untitled,Prints & Illustrated Books,1961,Almir Mavignier,Brazilian,Male,1925,1975
"Untitled (4 days, 3 nights, 1 summer)",Prints & Illustrated Books,2001,Joey Kötting,British,Male,1966,1975
Color separations for LOISIRS,Prints & Illustrated Books,1966,Jean Dubuffet,French,Male,1901,1985
Wayne County & the Backstreet Boys at Max's,Architecture & Design,1975,Unknown,American,Unknown,1915,1975
International Film Festival,Architecture & Design,1926,Unknown,Nationality Unknown,Unknown,1915,1975
Untitled,Drawings,2009,Mateo López,Colombian,Male,1978,1975
"Haiti, Port-au-Prince, Cemetery",Photography,1988,Bruce Gilden,American,Male,1946,1975
"Ship Construction, Bath, Maine",Photography,1917,Clarence H. White,American,Male,1871,1925
Composition of Circles and Overlapping Angles,Painting & Sculpture,1930,Sophie Taeuber-Arp,Swiss,Female,1889,1943
Reste,Prints & Illustrated Books,1978,Arnulf Rainer,Austrian,Male,1929,1975
Color Wheel (for Parkett no. 81),Prints & Illustrated Books,2007,Cosima von Bonin,German,Female,1962,1975
The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Drawings,1920,Max Ernst,French,Male,1891,1976
In-text plate (page 165) from DAPHNIS ET CHLOÉ,Prints & Illustrated Books,1902,Pierre Bonnard,French,Male,1867,1947
Headpiece (page 67) from FABLES,Prints & Illustrated Books,1818,Thomas Bewick,British,Male,1753,1828
For the Benefit of Native Children (A Beneficio del Niño indigena),Prints & Illustrated Books,1925,Isidoro Ocampo,Mexican,Male,1910,1983
Untitled,Drawings,1984,Peter Booth,Australian,Male,1940,1975
DWB Jahresversammlung,Architecture & Design,1929,Herbert Bayer,American,Male,1900,1985
Untitled from the portfolio Souvenirs du Camp de Chalons,Photography,1857,Gustave Le Gray,French,Male,1820,1884
"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Prints & Illustrated Books,1962,Henri Matisse,French,Male,1869,1954
Oklahoma,Photography,1973,Lee Friedlander,American,Male,1934,1975
"Reclining Chair with Rocker, with Arms (Perspective sketch)",Architecture & Design,1934,Ludwig Mies van der Rohe,American,Male,1886,1969
"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Prints & Illustrated Books,1980,Sol LeWitt,American,Male,1928,2007
Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Prints & Illustrated Books,1921,Paul Kleinschmidt,German,Male,1883,1949
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Prints & Illustrated Books,1995,Louise Bourgeois,American,Female,1911,2010
"Dusk, Yokohama",Photography,1969,Daido Moriyama,Japanese,Male,1938,1975
Landscape Panoramas,Photography,1971,Jan Dibbets,Dutch,Male,1941,1975
"Broken Egg, New York",Photography,1958,Irving Penn,American,Male,1917,2009
Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Prints & Illustrated Books,1931,Eric Gill,British,Male,1882,1940
Montgeron (Saules),Photography,1926,Eugène Atget,French,Male,1857,1927
Footprints from Traveling. Limit of Reach,Drawings,1976,Robert Morris,American,Male,1931,1975
In-text plate (folio 34) from BIOTHERM,Prints & Illustrated Books,1989,Jim Dine,American,Male,1935,1975
Vertical Horizontals,Prints & Illustrated Books,1967,Hedda Sterne,American,Female,1910,1975
"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Prints & Illustrated Books,1953,Henri Laurens,French,Male,1885,1954
"""UB""",Prints & Illustrated Books,1961,Sergio Gonzalez-Tornero,Chilean,Male,1927,1975
Untitled,Media and Performance Art,2000,Francis Alÿs,Belgian,Male,1959,1975
Composition,Photography,1935,Luigi Veronesi,Italian,Male,1908,1998
"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Architecture & Design,1963,Ludwig Mies van der Rohe,American,Male,1886,1969
Armando Reverón,Photography,1940,Carlos Herrera,Venezuelan,Male,1909,1988
Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Prints & Illustrated Books,2001,Thomas Schütte,German,Male,1954,1975
Untitled,Photography,1912,Ernest J. Bellocq,American,Male,1873,1949
Plate (folio 32) from Capital in Pictures,Prints & Illustrated Books,1933,Hugo Gellert,American,Male,1892,1985
Untitled,Drawings,1941,Rene Portocarrero,Cuban,Male,1914,1985
"Tout, no. 9",Prints & Illustrated Books,1965,Ben Vautier,French,Male,1935,1975
Modena,Photography,1971,Luigi Ghirri,Italian,Male,1943,1992
Tortilla Flaps,Film,1958,Robert McKimson,American,Male,1910,1977
Models for Synthetic Pictures,Prints & Illustrated Books,1994,Terry Winters,American,Male,1949,1975
Fluxus is always 6 a.m.,Prints & Illustrated Books,1976,Nam June Paik,American,Male,1932,2006
The Farm,Prints & Illustrated Books,1940,Louise Bourgeois,American,Female,1911,2010
Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Prints & Illustrated Books,1959,Jean Dubuffet,French,Male,1901,1985
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Architecture & Design,1935,Erich Mendelsohn,American,Male,1887,1953
"Champfleurette, the White Cat",Prints & Illustrated Books,1993,Louise Bourgeois,American,Female,1911,2010
Zen For Film,Fluxus Collection,1965,Nam June Paik,American,Male,1932,2006
Experiment,Media and Performance Art,1982,Roman Signer,Swiss,Male,1938,1975
Che,Architecture & Design,1972,Francisco Blanco,Cuban,Male,1915,1975
Merry-go-round,Prints & Illustrated Books,1985,Edward Dwurnik,Polish,Male,1943,1975
"M.A.E., Boston",Photography,1985,Nicholas Nixon,American,Male,1947,1975
Art & Project Bulletin #90,Prints & Illustrated Books,1975,Richard Long,British,Male,1945,1975
Untitled from Favorite Objects,Prints & Illustrated Books,1998,Christian Boltanski,French,Male,1944,1975
"Cristo, Tlacochoaya, Oaxaca",Photography,1933,Paul Strand,American,Male,1890,1976
Boxer [Hein Domgörgen],Photography,1923,August Sander,German,Male,1876,1964
"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Architecture & Design,1934,Lilly Reich,German,Female,1885,1947
Untitled from Gloria,Prints & Illustrated Books,2005,Alex Katz,American,Male,1927,1975
Seated Woman with Drapery,Drawings,1930,Gaston Lachaise,American,Male,1882,1935
Clown and Child from Cirque,Prints & Illustrated Books,1930,Georges Rouault,French,Male,1871,1958
Untitled #32,Prints & Illustrated Books,1981,José Antonio Suárez Londoño,Colombian,Male,1955,1975
Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Prints & Illustrated Books,1928,Émile Bernard,French,Male,1868,1941
Untitled,Photography,1949,Unknown,Unknown,Unknown,1915,1975
Zebra,Drawings,1973,Richard Francisco,American,Male,1942,1975
Untitled,Photography,1930,Unknown,Unknown,Unknown,1915,1975
Earnestly Exhorting the Cook to Protect Isabella,Prints & Illustrated Books,1919,Peggy Bacon,American,Female,1895,1987
Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Drawings,1995,Meg Cranston,American,Female,1960,1975
"Factories, Lynn, Massachusetts",Photography,1932,Walker Evans,American,Male,1903,1975
El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Prints & Illustrated Books,1939,Isidoro Ocampo,Mexican,Male,1910,1983
Reclining Chair without Arms (Elevation sketch),Architecture & Design,1931,Ludwig Mies van der Rohe,American,Male,1886,1969
"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Prints & Illustrated Books,1935,Marc Chagall,French,Male,1887,1985
Untitled from the series Paris,Photography,1971,Sigmar Polke,German,Male,1941,2010
"Lulu, Gerrittsen Beach, Brooklyn",Photography,1981,Thomas Roma,American,Male,1950,1975
"Grizzly Giant, Mariposa Grove, Yosemite",Photography,1861,Carleton E. Watkins,American,Male,1829,1916
[title in Russian],Architecture & Design,1970,Unknown,Russian,Unknown,1915,1975
Untitled,Architecture & Design,1931,Fré Cohen,Dutch,Female,1903,1943
"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Prints & Illustrated Books,2001,Louise Bourgeois,American,Female,1911,2010
"FDR Drive & 23rd Street, from 19 Rainstorms",Media and Performance Art,2000,Neil Goldberg,American,Male,1963,1975
Cover from TAMAR,Prints & Illustrated Books,1961,Masuo Ikeda,Japanese,Male,1934,1997
"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Prints & Illustrated Books,1978,Louise Lawler,American,Female,1947,1975
Another Day of a Housewife,Media and Performance Art,1977,Mako Idemitsu,Japanese,Female,1940,1975
"Wall House, Auroville, India (Section)",Architecture & Design,1998,Anupama Kundoo,Indian,Female,1967,1975
"Sketchbook: El Golea, II",Drawings,1948,Jean Dubuffet,French,Male,1901,1985
"Sonia Delaunay. Städt Kunsthaus Bielefeld, 14.9.-26.10.1958",Architecture & Design,1958,Sonia Delaunay-Terk,French,Female,1885,1979
Untitled,Prints & Illustrated Books,1999,Louise Bourgeois,American,Female,1911,2010
"MR. STERN'S SALON: CLOCK AND BRONZE GILT VASES (after Paul Véra and P. Poisson; plate, page 95) from ARCHITECTURES",Prints & Illustrated Books,1921,Jacques Villon,French,Male,1875,1963
5:29 Bay Shore,Prints & Illustrated Books,1981,Robert Rauschenberg,American,Male,1925,2008
Untitled,Drawings,1982,Joel Shapiro,American,Male,1941,1975
Meal Variation No. 3 Eaten by Benjamin Patterson,Fluxus Collection,1966,Daniel Spoerri,Swiss,Male,1930,1975
"TRAMP (plate, facing page 14) from PASSION",Prints & Illustrated Books,1933,Georges Rouault,French,Male,1871,1958
"FLOWERING ALMOND TREE (in-text plate, volume I, page 50) from LES GÉORGIQUES",Prints & Illustrated Books,1929,Aristide Maillol,French,Male,1861,1944
"Buque, Santa Ana",Photography,1964,Alfredo Cortina,Venezuelan,Male,1903,1988
Untitled,Photography,1945,Thomaz Farkas,Brazilian,Male,1924,2011
Presumed Innocent,Film,1990,Alan J. Pakula,American,Male,1928,1998
Untitled from Placebos,Prints & Illustrated Books,2011,Thomas Schütte,German,Male,1954,1975
Still Life with Cranach Painting,Prints & Illustrated Books,1930,Emil Ganso,American,Male,1895,1941
No More,Architecture & Design,1968,Shigeo Fukuda,Japanese,Male,1932,2009
Time/time projected in 2 dim. space POETRY GRAPHICS/space/space projected in time GRAPHIC MUSIC/Time/Time projected in space MUSIC THEATER/space,Prints & Illustrated Books,1962,George Maciunas,American,Male,1931,1978
Pain et Rideau de Fer,Photography,1953,Robert Doisneau,French,Male,1912,1994
Ten from Female Portraits,Prints & Illustrated Books,2000,Carroll Dunham,American,Male,1949,1975
Walker Evans,Photography,1975,Lee Friedlander,American,Male,1934,1975
Schematic Composition,Painting & Sculpture,1933,Sophie Taeuber-Arp,Swiss,Female,1889,1943
Tailpiece (page 159) from CIRQUE DE L'ÉTOILE FILANTE,Prints & Illustrated Books,1932,Georges Rouault,French,Male,1871,1958
"DIAS DE FIESTA, NO. 1",Prints & Illustrated Books,1926,"George Overbury (""Pop"") Hart",American,Male,1868,1933
In-text plate (folio 42 verso) from LES OEUVRES BURLESQUES ET MYSTIQUES DE FRÈRE MATOREL MORT AU COUVENT,Prints & Illustrated Books,1909,André Derain,French,Male,1880,1954
